reviewId,userName,content,score,adjusted_score,cluster,category,at,appVersion
0c487409-d87c-47ad-a0d5-29680299ec76,Raja crispy,parah susah banget masuk.y selalu gagal genericeror ngulang lagi ngulang fhoto lagi fhoto lagi ga beres beres,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-06 11:15:29,3.0.10
f1a1bd44-135f-42b2-a60b-3ee55953f12e,mardiyah azhar,STOP BAYAR PAJAK.. PAJAK GA GUNA. KERJA SUSAH2 BUAT NGEGAJI MEREKA YG GA GUNA,1,1,2,Kesulitan Bayar/Lapor Pajak,2026-07-06 10:42:17,3.0.10
3cfd66df-798d-45e8-9ad7-7fed0500c769,AAN BAYU ERMAWAN,"kalo korupsi anggaran jangan 90% donk, jadi buat apalikasi tidak sesampah ini , login susah , lupa pasword susah , tingkat kelemotan sangat tinggi, masak lebih mudah daftar situs xxxx ma aplikasi pinjol",1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-06 10:36:40,3.0.10
8b82be19-dfb8-43fb-9a11-8040cbd5a8fa,Sindy Vetrisia,registernya susah banget hqrus poto2,1,1,2,Kesulitan Bayar/Lapor Pajak,2026-07-06 10:21:16,3.0.10
a19b8b80-a7aa-45bc-84e9-3897bae2699c,Stacey zoet,"tolong dong, mau login ga bisa ini",1,1,4,Login,2026-07-06 10:15:38,3.0.10
404c3584-0755-4b5a-a583-9f21e03332e0,Abdul Karim,"mau registrasi sama aktivasi susah amat Leh Leh, nek ada yang kurang kasih note yang jelas napa, dah gitu data salah mulu, setiap refresh ngulang dari awal, verifikasi no hp perlu pulsa lagi hadeh, kacau",1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-06 07:50:09,
3955eba2-2aa8-4127-b7f8-6bfb51d941a3,Ariyanto Fiyan,"aplikasi nggak ada gunanya, malah bikin ribet",1,1,9,Lapor SPT Tahunan Sulit,2026-07-06 00:40:03,3.0.10
f8fc146e-17a8-43c4-8cdb-80f5d6ac6772,221-040_Hellido Ariya Waliudini,"yg butuh tukang pajak yg repot kita, udh repot malah direpotin sama aplikasi gajelasss, FIX INI DI KORUPSI!!!!!",1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-05 20:41:10,3.0.10
331af7cb-e847-4376-8b58-50927f7a9bbb,mas tenma,"parah aplikasinya,,awal login aman pas mau terbitkan surat langsung ke logout dan suruh login ulang,, pas login ulang harus restart aplikasi. sudah restart di coba ulang ke logout lagi dan gitu terus,,lama lama gak fungsi ini aplikasi bikin ribet aja bukan mempermudah,,udah semua di pajakin aplikasinya pun ngeribetin,,guguk emang",1,1,4,Login,2026-07-05 11:13:17,
8abb3970-d2cd-4384-ac92-fcbcb0a784e5,Risal,mohon di tambahkan fitur lainnya,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-05 04:36:00,
aaeb15af-6828-40e9-8b72-8c5ca1dd49e7,Alim Lim,"aplikasi sampah , error teros ,,",1,1,1,Keluhan Ekstrem (Makian),2026-07-04 13:15:23,3.0.10
1efc63f3-4ad0-4c43-91ff-e1335cd0f9aa,Sadham AP,ini mau daftar susah amat gak dilaptop sama di hp. yang bener lah kalo kita disuruh bayar pajak. sistemnya gimana nih kalo kita gak bisa bayar. kocak kali lah mau daftar gak bisa diakses dari pagi Ampe siang,1,1,2,Kesulitan Bayar/Lapor Pajak,2026-07-04 13:14:00,3.0.10
7f3792a4-e142-4bac-9a47-c8ceb7451f0d,Alfin Krisna,Apk bodoh..,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-04 10:28:51,3.0.10
88024fe3-0274-4802-8094-79ab425b60fc,Liliani Dwi Fransiska,aplikasi error,1,1,6,Error/Crash Aplikasi,2026-07-04 08:27:54,3.0.10
e10fad32-cb13-42be-9f92-f60ef2c9d890,Bagas Aji Kristyanugraha,APLIKASI PARAH,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-03 22:50:36,3.0.10
ec74860a-bfd5-4a54-8d70-6417a8da5d4b,Nizam Azr,ga niat buat aplikasi nyusahin,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-03 18:52:56,
61e843fd-7619-4bf0-bbd5-9fe98abe6be0,Tj Lim,aplikasi tertaiiiiiiiiii.... mempersulit rakyat kecillllllll..,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-03 16:29:24,3.0.10
267f28a8-cc12-42eb-937f-bf3e83328631,Dwi Marwanto,"kata ya ada logo e-Filing tapi enggak ada, kalo bikin aplikasi yang niat enggak jelas, kalo kayak gini mau enggak mau harus offline ngurus e-Filing ya, buang buang waktu",1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-03 16:10:26,3.0.10
2cf9455f-be5b-4796-abf7-87f960a61c1c,Galih Setiawan,GAK JELAS LOGIN AJA SUSAH,1,1,4,Login,2026-07-03 11:49:12,
2e502978-b9dd-4ea0-b818-bcd2b15a545f,angger prahara,"betul,gak niat ini aplikasinya,lemot,gak bantu sama sekali.",1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-03 09:12:59,
fe2cb175-51be-44b5-9eeb-bc9fdd2ee684,Candra Setiaraga,tolol eror muluu,1,1,8,Error/Crash Aplikasi,2026-07-03 07:27:58,
b461c466-1c30-43a5-8978-423fcd8bc706,Eka Oktaviany fajar,niat gak sih buat aplikasi? susah kali lah buat sertifikat digitalnya...apa masalah nya ni,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-03 05:46:10,3.0.10
8491c65b-310d-437f-9219-77ea4fb892f8,shiro Oni,apknya banyak eror gw mau login aja ga bisa.ga niat bikin,1,1,8,Error/Crash Aplikasi,2026-07-02 17:40:03,
902be462-88fa-4d90-9770-f5a52ec2e006,Rizki Kisrik,seperti tidak niat,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-02 17:24:04,3.0.10
54a0efeb-d37f-459a-92a3-4d6756b0bbf8,Nur Adi Pratama,"salah langkah dikit tiba² log out sendiri, aplikasi stres",1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-02 13:37:50,3.0.10
c4f88086-d769-4595-ae6f-8915366b1d21,rahma wati,Ini gimana sih susah banget saya udah bolak balik isi data kembali ke tampilan awal Mulu jadi cape!!!!,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-02 13:29:51,3.0.10
b038e781-37ca-4614-a01e-e3afbd9e81de,Minah Aminah (Nana),"Admin, ini sebenarnya ulasan dibaca tidak? App nya sensitif bgtt melebihi cewe pms 🙂‍↕️. . . Di aku 50:50. Gak bisa salah pencet pasti ngulang, i'ts okay kalo demi keamanan ✋🏻 t-tapi, kek apa yaww 🙌🏻 kapan-kapan ku coba lagi nanti kalo bisa bintang nya ku naikkan jadi ⭐⭐⭐⭐⭐",3,3,0,Keluhan Umum/Tidak Spesifik,2026-07-02 12:54:24,3.0.10
54ab4f08-083b-45b2-964a-d263ee47df34,ahmad sakhroni,"aplikasi opo iki,,sinyal harus bagus,,dan sangat berbelit belit",1,1,3,Kualitas Aplikasi Buruk (General),2026-07-01 17:52:29,3.0.10
3ba7874b-ed96-453f-9d87-2d612dd9a882,ahmad dani,ini aplikasi mau log-in kenapa gak bisa-bisa ya? udah ada aplikasi kenapa memgalihkan ke web lagi? aneh dah,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-01 16:33:29,
04292d8a-32b8-479f-8bfb-1606219e2ebc,Feni Afrianti,bikin npwp baru susah,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-01 10:27:45,3.0.10
f09ffabe-6df4-452d-9b72-6c7d09e44cd8,Kaodjdj,"mark addressnya ga muncul². udah berkali-kali nyoba daftar juga tetep aja stuck di Mark address yg error. sok²an digitalisasi semua hal, ngurus server sama sistem aja belum pinter wkwk. edited: setelah gua coba di browser, ternyata lebih gampang, ngakal²in layar hp dimiringin terus harus centang situs dekstop, baru bisa. kayanya ni aplikasi emang cuma oke untuk laptop/komputer aja",3,3,0,Keluhan Umum/Tidak Spesifik,2026-07-01 10:23:52,3.0.10
8486b0f0-7545-4bb1-a031-29f2251c4899,Luisia M,aplikasi nggak berfaedah buang buang waktu,1,1,0,Keluhan Umum/Tidak Spesifik,2026-07-01 08:40:07,3.0.10
349d051d-94d0-4eb8-9157-17f4f11c6437,Aldo Syaputra,"bikin susah masyarakat,buat susah,lewat online,tau pun lewat offline,tidak di layani ,, makan gaji buta",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-30 22:37:06,
a460e3f0-ea44-44bc-af7e-f223cec1d2d7,Kamu Ngabers,"aplikasi gajelas, ngirim kode pesan susah banget kayak ngeberantas korupsi",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-30 19:32:23,
6cc19da7-eac5-40d2-a7c3-a8de7c920965,rizqi wazza,"Pak prabowoooo... urus ini semua yg online"" indikasi korupsi semua!!",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-30 13:54:04,3.0.10
e8ef30c5-05ba-44d8-b319-29ae3bfa193a,keysha nadhifa,aplikasi kentirrs,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-30 11:12:59,3.0.10
50106688-8cdc-407d-93ba-97d85be59379,Riba Prea Apriansa,"Aplikasi murahan lemot gjls, sekelas pemerintah masa aplikasinya seperti ini bikin pusing",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-30 07:52:47,3.0.10
b461c061-dbc5-450e-a946-00b3c2498383,Juan Sebastian,"TOLOL , duit gua dipake buat bikin aplikasi sampah kaya gini, eror semua ditiap bagian nya.. bego!",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-29 17:52:44,3.0.10
7accb2ab-c333-438b-a4bd-de62ca3df921,YOYO,"Aplikasi apaan ini? mau login kok susah banget , ber-kali2 gagal terus , sudah isi ID , Password dan Verifikasi , lalu klik masuk , yang muncul hanya tulisan: Laman ini tidak tersedia. Begitu terus ber-ulang2.",1,1,4,Login,2026-06-29 14:43:42,3.0.10
a07c930b-b22b-45d6-b7e1-09f2b806f067,Reihan 16,"PAJAK NAIK SISTEM BOBROK, RAKYAT NYA YG MAU TAAT PAJAK SAJA SISTEM SPERTI BEDA NEGARA LUAR ADA HARGA ADA KUALITAS TIDAK DENGAN NEGERI INDONESIA INI..",1,1,2,Kesulitan Bayar/Lapor Pajak,2026-06-29 14:17:52,
55df7de3-b30d-40a8-a52a-fa1b42e5e114,Azka Elektrik,makin kesini makin membingungkan,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-29 13:18:12,3.0.10
94ffdd54-4b3c-410c-b539-d8039fa51ab7,VISUAL RANDOM,aplikasi jelek lemot,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-29 11:24:48,
1d42ec1e-992f-436a-82aa-93928bffad93,dmstfk rhmn,ga jelass ga niat ga usahh malu boss uang rakyat upss,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-29 11:16:19,3.0.10
9de7d993-2268-4a2d-b81f-04bedc96e392,Hawo,apk busuk,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-29 08:05:47,3.0.10
46ef0bf7-42ff-4891-95f7-b4a2f9de49c6,putralindu917 putra,nyusahin,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-28 23:08:07,3.0.10
aabdbdc1-7cb7-47b1-bce7-6ceb8d4f0853,Purno Anjay,GAUSAH GUYS. SAMA AJA. GA MEMECAHKAN MASALAH. MIRIS.,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-28 21:46:53,
5c101087-8692-4142-867a-71fb335d3397,Selfia ND,"nauzubillah Ya Allah, mau login aja susahnya minta ampun padahal NIK bener, password bener. minta reset password juga dipersulit, kode captcha berkali kali invalid padahal udah sesuai. banyak banyak istighfar",1,1,4,Login,2026-06-28 21:46:22,3.0.10
e17676d6-92f3-40db-91ca-bc2c6c06e034,Muhammad Noor,semakin hari makin babi apk ini sebenarnya ada manfaatnya ini buat rakyat?????,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-28 20:59:00,3.0.10
9675bf48-6560-4d9b-93a1-a37d3b3bca53,Dinda Salsabila,"VERIFIKASI KODE UDAH KE KIRIM, UDA NGISI PULSA BERULANG, TTEP AJA GABISA NGELANJUTINNNN",2,2,5,Verifikasi/OTP,2026-06-28 19:22:55,3.0.10
e9c864a0-61b1-4316-a4e8-b94d1ebe4857,Rahma Twin,"susah banget ngisi data, tiap keluar isi data lagi, tinggal nunggu kode otp doang gak muncul², gimana mau daftar kalo di persulit, mana ngisi data banyak banget lg, tiap refres balik ngisi data lagi",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-28 13:52:52,
76d0103e-1c0b-42b8-b46e-64442f4b2ce7,Saepul Ambari,"ga niat banget bikin aplikasi, anggarannya kurang? kita mau bikin buat bayar pajak loh, masa gak diurusin",1,1,2,Kesulitan Bayar/Lapor Pajak,2026-06-28 12:47:33,3.0.10
c8210666-bfc5-4ca6-a39f-2806e2d49720,Amanda Mon,aplikasi sampah,1,1,1,Keluhan Ekstrem (Makian),2026-06-28 08:56:00,
b96522e8-0a08-42fe-966f-b6a8c202b679,Zahra Assegaf,"baru tau kl ulasan nya jelek smua,dan memang jlek bngt,krn sush dan g bisa di gunakan ,eror terus,aplikasi apa lah ini? g manfaat",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-27 22:15:04,3.0.10
a69c1be9-e34d-4964-8a16-eafa4b737f1a,waode aldita,"aplikasi paling menyiksa, buang waktu, plsa dn tenaga. sy coba daftar NPWP 2 hp android dn 1 tablet hasilnya nol awalnya sy pkir it masalah d hp sy trnyata yg brmasalah itu aplikasinya, peta tdak bisa d klik dan selalu kembali k awal alhasil sy hrus verifikasi dlu untuk krim otp dn menghabiskan pulsa. tolong di perbaiki lagi aplikasihnya, gak guna di adakan aplikasi ini klau tidak bisa membantu masyarakat si paling pajak yg tau hnya pajakin masyarakatnya😠",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-26 23:32:03,3.0.10
8e180e2c-9367-4dbb-a773-c8fb6881e3dd,Natanaeli zai Natan,"ribet amat dari tahap ke dua verifikasi no telpon lama amat masuknya sampe diulang2 sekali masuk sampe 4 nomor otp ngabisin pulsa aja, sama verifikasi lokasi dimap itu tanda simpan'nya kadang gk ada, terpaksa log out lagi isi lagi dari tahap awal",1,1,5,Verifikasi/OTP,2026-06-26 23:20:44,3.0.10
4b8b1748-d5c8-44f1-8bf2-0df5df5b0e5c,dickkks minho,pemerintah kalo bikin aplikasi dongo cuma nguras pulsa gua doang kalo gabisa bikin aplikasi kasih ke anak anak gen z yang ngerti dah boomers sok sok an bikin apk ya gini,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-26 19:28:44,
4de7cb38-f815-4d7d-a565-1ebde504a4eb,Aisyah Sabrina Dewi,"jelek banget, setiap mau login ngelag terus. Pemerintah kalau gak sanggup bikin aplikasi, gak ush deh bikin emosi setiap login",1,1,4,Login,2026-06-26 11:39:12,
31dcd79e-47a2-4224-ab2a-483a64102e12,fitra rizki,ERORRR MULUU RIBET BANGET MAU BAYAR PAJAK,1,1,2,Kesulitan Bayar/Lapor Pajak,2026-06-26 09:43:42,
e9184ba0-24cb-4b30-a3cd-5de0f8b61f97,yandi tamaka,"buat ttd digital nggak bs bs , apalahini.",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-26 09:24:56,3.0.10
b4dd6d25-e6f9-4f20-b193-a35d8572d9ea,Bani Adam,aplikasi dongo dikit2 ke logout sendiri,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-26 07:12:34,3.0.10
c06ea9a8-138a-4f4e-aba4-fd395d1ffbd1,Tirto Agung Bagus Pambudi,pas buka aplikasi terasa ingin mencret...,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-25 22:42:07,3.0.10
e857cf9f-e2da-4dc1-b6aa-d3a7a15392d6,Doel Hadi,aplikasinya jelek sering eror sudah capek capek isi data salah melulu padahal data sudah sesuai,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-25 20:25:32,
0d3a1e12-1b0f-4b04-b50c-23a81a26c752,nisa samsilah,"Kalo gak niat mau membantu mempermudah masyarakat mending gak usah bikin aplikasi kayak gini. bukannya membantu malah mempersulit. mau registrasi aja harus beberapa kali mengisi data. sudah memasukan data juga tetap berakhir ke halaman awal untuk mengisi data lagi terus aja berputar di pengisian data,",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-25 18:14:43,3.0.10
4607d5d4-6ea0-4784-832b-06a4be0c5c88,Egi Jayadi_Jakarta Timur 3,"susah sekali untuk tahap validasi selalu eror, padahal pakai wifi tapi dikatakan tidak ada jaringan internet, mau minta kode OTP berkali kali tapi tidak muncul muncul pesannya",1,1,5,Verifikasi/OTP,2026-06-25 10:31:05,
70e9f112-45ef-4906-aedc-9df317f56a9d,KALJIMUH Cimmot,"aplikasi nya malah bikin susah, eror trs",1,1,8,Error/Crash Aplikasi,2026-06-25 09:29:03,3.0.10
956afb80-a083-4626-a06d-102806d33694,Than Tama Official,"APLIKASI MONYET! GAK WEBSITE NYA, GAK APK NYA PADA LEMOT, TOLOL AMAT KALI, MAU NULIS AJA BERAT AMAT LELET BENER! APLIKASI DONGO!",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-25 04:37:06,3.0.10
29d4a860-73e3-40af-bcf7-b4ac83f1a5d5,Ilham da,aplikasi busuk,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-24 18:56:37,3.0.10
a24f0a85-efc8-4fe2-8eb2-8907f4dd5c13,Sobat Kentir,"aplikasi yg sangat jelek, katanya bisa buat NPWP TPI g ditemukan fitur pendaftaran nya",1,1,3,Kualitas Aplikasi Buruk (General),2026-06-24 13:59:02,
09d38d25-cbf7-4f71-aed7-9aebd999eaf5,Bro Aguz,kenapa verifikasi nomor telfon lama sekali tidak ada respon,2,2,5,Verifikasi/OTP,2026-06-24 12:15:02,3.0.10
001c6f6c-7c16-44f8-807a-a100814b16b9,Teddy Setiawan,"olok pulsa aja , verifikasi no hp ber ulang gagal terus",1,1,5,Verifikasi/OTP,2026-06-24 11:55:43,3.0.10
526c22c0-8b8a-4119-a15e-156f979a9a76,SAVANA,aplikasi gagal...uang untuk pembuatannya terlalu banyak dikorupsi jadi jelek dan banyak eror,1,1,8,Error/Crash Aplikasi,2026-06-24 09:20:58,
55d72bd8-a9dc-43fb-9f7a-b69dea518dbd,Rachmad Ayub,ke kick Mulu 🤣,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-23 12:47:04,3.0.10
7850229a-8e12-44c4-82e4-af198072d39f,Rizky Nugraha Setiaji,"sumpah aplikasi dan link terlemot padahal punya pemerintahan,",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-23 09:49:30,3.0.10
1a1ae943-5867-4146-89ec-0a3f284c406a,Arofi 12,webite apa mau bikin npwp aja susah banget mau daftar. ada ada saja masalahnya,1,1,7,Pendaftaran/Registrasi NPWP,2026-06-22 22:14:00,3.0.10
51515a48-79d9-4a89-a7b5-864682daf3e4,Nope Enrojab,bikin kesel anjir.. lama bgt loadingnya... masih mendingan buka tiktok cepet😂😂😂😂😂,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-22 13:52:58,
f28830ab-e85a-4d37-9ba0-8b3befb482a9,Adhek Susanto,"login aja susah nya minta ampun, tolong di niatin doang",3,3,4,Login,2026-06-22 11:07:58,3.0.10
d1a831fc-e428-4566-b555-d89b3c82e30b,Kaisa Shhakti,hebat kamu :),1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-22 11:03:01,3.0.10
35ef4ea1-cc68-4c0c-ad4f-a327e4b08f53,jaya wijaya,"lemott mau daftar akun untuk pembuatan npwp saja susah banget akses nya, lama loading nya lemot nya minta ampun.",1,1,7,Pendaftaran/Registrasi NPWP,2026-06-22 10:29:43,3.0.10
b46d830c-1f84-42dd-b58f-17f18b1c1495,taufik LY Chanel,"apk gk jelas,login gagal terus invalid mulu,,mending yg dulu",1,1,4,Login,2026-06-21 15:20:13,3.0.10
f56f4868-b7b6-4cc5-94e9-f580d6cd7b13,Pinda Pinda,Pasword sudah benar..tapi di buka tidak bisa... aplikasi penilaian dari pengguna banyak bintang 1..pembuat aplikasi terkesan cuek tidak di perbaiki..zonk,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-21 05:57:17,
d2b25c3a-7f04-4e9a-b3be-d4a176ca9de5,Amanda Putri,"jlk bngt heran bukannya mempermudah malah makin mempersulit dari mulai pengisian data pribadi aja udh eror bngt tuhh hrs di refresh mulu ngulang mulu, trs detail address jg bikin bingung udh sesuai masi aja g terkonfir ngabikin pulsa tau gasi klo hrs ngulang mulu dri awal, kasian ke orng yg butuh cepet. ga efektif bngt. perbaiki deh klo emng mau ada sistem online",1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-20 21:12:28,3.0.10
517798de-4515-4685-a8a4-cd1ed19df5e8,alqarni radis,"ini aplikasi apa, orang mau lapor pajak tahunan di persulit dengan aplikasi ga jelas kay gini, disuruh login gagal trus, nyoba daftar ga bisa",1,1,7,Pendaftaran/Registrasi NPWP,2026-06-20 20:55:47,3.0.10
4346ac9b-89d3-4dbe-8a16-3f4f9ae2f29c,Wan Cimbar,dongo hack akun aja plenger dasar memalukan,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-20 02:44:20,
e6f0bde8-5867-4952-8154-b83428f68439,Irvan Rezky,"apk gaje bat dah,buat bikin NPWP aja banyak eror nya.",1,1,8,Error/Crash Aplikasi,2026-06-19 22:30:13,3.0.10
0248f3ed-7af7-460d-8f13-cb624d8df8ca,dicky pribadi,aplikasi idiot,1,1,0,Keluhan Umum/Tidak Spesifik,2026-06-19 21:36:40,3.0.10
41d4931d-f075-4126-b460-2676b4c49b96,Pablo Hasan,ribet yang cotex susah lagi cara lapor spt,1,1,9,Lapor SPT Tahunan Sulit,2026-06-19 17:43:26,
179b8298-76d3-4b22-91e1-2ac615e41232,Ikra Jir,"gak bener banget, gak aplikasi gak website nya gak ada yang bener mau verifikasi nomor handphone gk ada sama sekali kekirim kode Verifikasi nya, mau urus npwp jadi sudah",1,1,5,Verifikasi/OTP,2026-06-19 14:32:11,3.0.10
951ebab2-6326-4ec4-9e52-76ca2a797457,chamzah ridlo,"Niat ngga si buat aplikasi?, katanya rakyat suruh taat pajak tapi pelayananya aja kaya gini, aplikasi sering error, daftar sulit, kalo ngga bisa pake system digital di catat aja pake buku, buang buang anggaran, system sesampah ini memakan anggaran sampe triliunan, malu boss.",5,1,0,Keluhan Umum/Tidak Spesifik,2026-06-19 13:08:04,3.0.10
